gene_id	length	func
gene_3669	1130	PXA domain-domain containing protein
gene_367	432	putative polyprenyl synthetase
gene_3670	341	hypothetical protein
gene_3671	123	MTH1187/YkoF-like protein
gene_3672	348	S-adenosyl-L-methionine-dependent methyltransferase
gene_3673	505	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase-domain containing protein
gene_3674	504	hypothetical protein
gene_3675	172	hypothetical protein
gene_3676	351	hypothetical protein
gene_3677	373	hypothetical protein
gene_3678	477	putative C2 domain-containing protein
gene_3679	316	putative histidine acid phosphatase
gene_368	798	putative ATPase
gene_3680	526	hypothetical protein
gene_3681	391	putative CoA-ligase
gene_3682	99	putative biotrophy-associated secreted protein 2
gene_3683	154	hypothetical protein
gene_3684	218	hypothetical protein
gene_3685	466	putative dienelactone hydrolase
gene_3686	195	hypothetical protein
gene_3687	515	putative cytochrome P450 6A1
gene_3688	272	hypothetical protein
gene_3689	638	putative choline dehydrogenase
gene_369	147	G10 protein
gene_3690	694	TAP-like protein-domain containing protein
gene_3691	520	putative flavocytochrome c
gene_3692	443	putative MFS transporter
gene_3693	978	fungal-specific transcription factor domain-containing protein EFQ27564.1 fungal-specific transcription factor domain-containing protein
gene_3694	347	putative RNA recognition domain-containing protein
gene_3695	202	family protein EFQ27678.1 ras
gene_3696	1277	cytochrome P450
gene_3697	583	major facilitator superfamily transporter
gene_3698	337	putative acetyltransferase
gene_3699	405	putative paxneb protein
gene_37	174	hypothetical protein
gene_370	510	putative adenylosuccinate lyase
gene_3700	597	putative cytochrome P450
gene_3701	596	putative CHY zinc finger protein
gene_3702	369	hypothetical protein
gene_3705	395	putative CoA-transferase family III
gene_3706	435	putative geranylgeranyl transferase type-2 subunit alpha
gene_3707	585	hypothetical protein
gene_3708	79	hypothetical protein
gene_3709	536	hypothetical protein
gene_371	473	putative oxalate decarboxylase family bicupin
gene_3710	786	hypothetical protein
gene_3711	824	hypothetical protein
gene_3712	539	General substrate transporter
gene_3713	465	putative abscisic acid ABA receptor
gene_3714	447	Pex2 / Pex12 amino terminal region-domain containing protein
gene_3715	737	U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
gene_3716	190	hypothetical protein
gene_3717	673	putative mixed-linked glucanase
gene_3718	71	hypothetical protein
gene_3719	310	Domain of unknown function (DUF3425)-domain containing protein
gene_372	541	putative alpha-1,2-mannosyltransferase
gene_3720	59	hypothetical protein
gene_3721	204	putative F-box domain-containing protein
gene_3722	317	hypothetical protein
gene_3723	661	hypothetical protein
gene_3724	376	putative pantoate-beta-alanine ligase
gene_3725	313	hypothetical protein
gene_3726	659	hypothetical protein
gene_3727	273	putative F-box domain-containing protein
gene_3728	313	putative galactosyl transferase GMA12/MNN10 family protein
gene_3729	1042	hypothetical protein
gene_373	388	hypothetical protein
gene_3730	194	putative cell division control protein 42
gene_3731	563	hypothetical protein
gene_3732	637	putative fungalysin metallopeptidase
gene_3733	252	hypothetical protein
gene_3734	448	putative phosphatidylethanolamine-binding protein
gene_3735	435	hypothetical protein
gene_3736	726	Protein of unknown function (DUF3405)-domain containing protein
gene_3737	514	hypothetical protein
gene_3738	108	hypothetical protein
gene_3739	62	hypothetical protein
gene_374	704	family 47 putative glycosyl hydrolase
gene_3740	80	hypothetical protein
gene_3741	236	hypothetical protein
gene_3742	682	hypothetical protein
gene_3743	164	cell cycle control protein
gene_3744	326	hypothetical protein
gene_3745	130	hypothetical protein
gene_3747	771	hypothetical protein
gene_3748	482	hypothetical protein
gene_3749	330	putative OST3/OST6 family protein
gene_375	174	hypothetical protein
gene_3750	195	hypothetical protein
gene_3751	213	hypothetical protein
gene_3752	475	putative DNA repair protein rad18
gene_3753	122	hypothetical protein
gene_3754	187	Serine hydrolase (FSH1)-domain containing protein
gene_3755	287	putative thiopurine S-methyltransferase
gene_3756	881	hypothetical protein
gene_3757	463	putative ankyrin repeat protein
gene_3758	467	putative beta-1,6-galactanase
gene_3759	311	putative GPR1/FUN34/YaaH-class plasma membrane protein
gene_376	433	Velvet factor-domain containing protein
gene_3760	594	putative FAD binding domain-containing protein
gene_3762	509	putative phosphatidylserine decarboxylase
gene_3763	859	Vps53-like, N-terminal-domain containing protein
gene_3764	320	putative HpcH/HpaI aldolase/citrate lyase family protein
gene_3765	500	putative CFEM domain-containing protein
gene_3766	861	putative GPI ethanolamine phosphate transferase
gene_3767	463	CFEM domain-containing protein
gene_3768	491	putative cytochrome P450
gene_3769	595	putative cytochrome P450
gene_377	258	putative ribulose-phosphate 3 epimerase
gene_3770	245	hypothetical protein
gene_3771	336	1-aminocyclopropane-1-carboxylate synthase
gene_3772	959	carboxylic ester hydrolase
gene_3773	1123	Armadillo-type fold
gene_3774	891	putative Spc97/Spc98 family protein
gene_3775	381	hypothetical protein
gene_3776	931	putative polarity establishment/cellular polarization
gene_3777	1527	putative RNase3 domain-containing protein
gene_3778	882	putative 3'-5
gene_3779	381	putative NAD dependent epimerase/dehydratase
gene_378	515	putative aminotransferase class I and II
gene_3780	335	putative serine/threonine-protein kinase 6
gene_3781	786	putative PTAB
gene_3782	454	putative FAD binding domain-containing protein
gene_3783	489	putative tyrosinase
gene_3784	103	putative HMG box protein
gene_3785	279	hypothetical protein
gene_3786	432	putative BAR domain-containing protein
gene_3787	407	putative nucleosome assembly protein
gene_3788	451	S-adenosyl-L-methionine-dependent methyltransferase
gene_3789	159	hypothetical protein
gene_379	601	putative WD domain-containing protein
gene_3790	1609	hypothetical protein
gene_3791	491	putative integral membrane protein
gene_3792	55	hypothetical protein
gene_3793	743	putative OPT oligopeptide transporter
gene_3794	348	hypothetical protein
gene_3795	297	putative transcription initiation factor IIE subunit beta
gene_3796	587	putative X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain-containing protein
gene_3797	265	putative DSBA-like thioredoxin domain-containing protein
gene_3798	300	hypothetical protein
gene_3799	91	hypothetical protein
gene_38	263	hypothetical protein
gene_380	901	hypothetical protein
gene_3800	711	hypothetical protein
gene_3801	4028	putative beta-ketoacyl synthase domain-containing protein
gene_3802	525	hypothetical protein
gene_3803	384	hypothetical protein
gene_3804	430	putative PdmS protein
gene_3805	172	putative signal peptidase I
gene_3806	1180	Allantoicase
gene_3807	408	putative DHHC zinc finger domain-containing protein
gene_3808	271	Necrosis inducing protein (NPP1)-domain containing protein
gene_3809	522	Cytochrome P450
gene_381	696	sister chromatid separation protein
gene_3810	320	putative ribosomal protein S15
gene_3811	278	LicD family-domain containing protein
gene_3812	268	putative citrinin biosynthesis oxydoreductase CtnB
gene_3813	235	hypothetical protein
gene_3814	72	hypothetical protein
gene_3815	1076	glycosyl hydrolase
gene_3816	148	hypothetical protein
gene_3817	880	putative aconitase
gene_3818	1192	hypothetical protein
gene_3819	594	putative phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
gene_382	263	hypothetical protein
gene_3820	748	MFS transporter asaE
gene_3821	100	hypothetical protein
gene_3822	779	hypothetical protein
gene_3823	483	putative histone acetyl transferase HAT1
gene_3824	246	family 61 putative glycosyl hydrolase
gene_3825	431	putative interferon-induced GTP-binding protein Mx1
gene_3826	352	hypothetical protein
gene_3827	375	putative mannose-1-phosphate guanyltransferase
gene_3828	1075	mRNA capping enzyme, catalytic domain-domain containing protein
gene_3829	279	Nnf1-domain containing protein
gene_383	167	Protein of unknown function (DUF3237)-domain containing protein
gene_3830	341	hypothetical protein
gene_3831	858	putative SAFF domain-containing protein
gene_3832	2331	putative KR domain-containing protein
gene_3833	321	Domain of unknown function (DUF3328)-domain containing protein
gene_3834	316	putative short chain dehydrogenase
gene_3835	269	acetyltransferase
gene_3836	255	putative eukaryotic initiation factor 4E
gene_3837	218	Cytochrome oxidase complex assembly protein 1-domain containing protein
gene_3838	841	catechol 1,2-dioxygenase
gene_3839	1012	hypothetical protein
gene_3840	485	putative aminotransferase class I and II
gene_3841	587	putative major facilitator superfamily transporter
gene_3842	727	serine threonine-protein kinase
gene_3843	504	Thioredoxin-like domain-domain containing protein
gene_3844	479	hypothetical protein
gene_3845	323	Alpha/Beta hydrolase fold
gene_3846	172	hypothetical protein
gene_3847	141	putative thioredoxin
gene_3848	1478	putative ABC transporter
gene_3849	164	putative cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
gene_385	241	putative 2,3-diketo-5-methylthio-1-phosphopentane phosphatase
gene_3850	110	putative ribosomal protein S16
gene_3851	202	hypothetical protein
gene_3852	492	putative peptidase family M28
gene_3853	162	hypothetical protein
gene_3854	85	hypothetical protein
gene_3855	515	Peptidase S8/S53 domain-containing protein
gene_3856	410	family 16 putative glycosyl hydrolase
gene_3857	357	integral membrane protein OHW93765.1 integral membrane protein
gene_3858	89	hypothetical protein
gene_3859	109	hypothetical protein
gene_386	267	hypothetical protein
gene_3860	1329	putative WD domain-containing protein
gene_3861	155	hypothetical protein
gene_3862	358	putative aminoglycoside phosphotransferase
gene_3863	470	hypothetical protein
gene_3864	74	hypothetical protein
gene_3865	154	hypothetical protein
gene_3866	372	putative RNA polymerase Rpb3/RpoA insert domain-containing protein
gene_3867	353	hypothetical protein
gene_3868	95	hypothetical protein
gene_3869	494	putative ubiquinone biosynthesis mono0xygenase COQ6
gene_387	265	putative short chain dehydrogenase
gene_3870	482	hypothetical protein
gene_3871	434	putative fasciclin domain-containing protein
gene_3872	390	MT-A70-domain containing protein
gene_3873	118	putative RING-box protein 1
gene_3874	168	hypothetical protein
gene_3875	226	putative NADH-quinone oxidoreductase
gene_3876	654	putative carboxylesterase
gene_3877	611	hypothetical protein
gene_3878	396	hypothetical protein
gene_3879	675	hypothetical protein
gene_388	504	putative MATE efflux family protein
gene_3880	660	Glycosyl hydrolase, five-bladed beta-propellor domain-containing protein
gene_3881	409	putative exopolyphosphatase
gene_3882	612	putative NupC family nucleoside transporter
gene_3883	1103	putative ABC transporter
gene_3884	580	putative F-box domain-containing protein
gene_3885	631	Domain of unknown function (DUF4451)-domain containing protein
gene_3886	358	hypothetical protein
gene_3887	186	hypothetical protein
gene_3888	226	putative GATA zinc finger protein
gene_3889	567	putative major facilitator superfamily transporter
gene_3891	312	hypothetical protein
gene_3892	275	hypothetical protein
gene_3893	364	putative iron permease FTR1 family protein
gene_3894	153	hypothetical protein
gene_3895	524	putative amino acid permease
gene_3896	478	putative TfdA family taurine catabolism dioxygenase TauD
gene_3897	461	putative O-methyltransferase
gene_3898	301	hypothetical protein
gene_3899	161	putative ATP synthase
gene_39	272	hypothetical protein
gene_390	185	Calycin-like protein
gene_3900	1155	pre-mRNA-splicing factor 38B OHE95646.1 pre-mRNA-splicing factor 38B
gene_3901	334	putative retinol dehydrogenase 12
gene_3902	292	putative alpha-soluble NSF attachment protein
gene_3903	464	hypothetical protein
gene_3904	423	putative Rieske domain-containing protein
gene_3905	1252	putative ABC transporter
gene_3906	297	putative NmrA-like family protein
gene_3907	125	hypothetical protein
gene_3909	356	hypothetical protein
gene_391	513	putative acyl-CoA dehydrogenase domain-containing protein
gene_3910	988	putative UvrD/REP helicase
gene_3911	200	hypothetical protein
gene_3912	553	hypothetical protein
gene_3913	444	putative glycosyltransferase sugar-binding region containing DXD domain-containing protein
gene_3914	691	putative ABC1 family protein
gene_3915	100	hypothetical protein
gene_3916	620	hypothetical protein
gene_3917	1070	family 31 putative glycosyl hydrolase
gene_3918	188	p-hydroxylaminobenzoate lyase
gene_392	241	hypothetical protein
gene_3920	326	putative 2OG-Fe(II)oxygenase superfamily protein
gene_3921	690	putative capsular associated protein
gene_3922	326	hypothetical protein
gene_3923	326	Activator of Hsp90 ATPase
gene_3924	346	hypothetical protein
gene_3926	693	phytanoyl-CoA dioxygenase
gene_3927	992	putative calpain family cysteine protease
gene_3928	516	putative major facilitator superfamily transporter
gene_3929	600	putative ATP-NAD kinase
gene_393	1528	putative kelch domain-containing protein
gene_3930	368	Major facilitator superfamily domain-containing protein
gene_3931	51	hypothetical protein
gene_3932	371	hypothetical protein
gene_3933	558	putative gamma-glutamyltranspeptidase
gene_3934	348	S-adenosyl-L-methionine-dependent methyltransferase
gene_3935	392	putative alcohol dehydrogenase GroES-like domain-containing protein
gene_3936	153	hypothetical protein
gene_3937	539	Uncharacterised conserved protein UCP028846
gene_3938	319	putative SYF2 splicing factor
gene_3939	460	putative ArgJ family protein
gene_394	450	putative amidohydrolase
gene_3940	198	hypothetical protein
gene_3941	956	Domain of unknown function DUF221-domain containing protein
gene_3942	290	hypothetical protein
gene_3943	1353	hypothetical protein
gene_3944	55	hypothetical protein
gene_3945	449	Nse4 C-terminal-domain containing protein
gene_3946	493	putative major facilitator superfamily transporter
gene_3947	130	hypothetical protein
gene_3949	1957	putative GPI mannosyltransferase
gene_395	929	acetylglutamate synthase
gene_3950	270	putative methyltransferase domain-containing protein
gene_3951	500	indoleamine 2,3-dioxygenase
gene_3952	768	putative tRNA intron endonuclease
gene_3953	514	Fungal specific transcription factor domain-domain containing protein
gene_3954	787	fungal-specific transcription factor
gene_3955	311	Alpha/Beta hydrolase fold
gene_3956	640	TPR domain-containing protein
gene_3958	671	putative carbohydrate-binding cytochrome b562
gene_3959	506	putative glycolipid 2-alpha-mannosyltransferase
gene_396	164	hypothetical protein
gene_3960	1237	putative spindle pole body-associated protein sad1
gene_3961	325	hypothetical protein
gene_3962	519	putative cytochrome P450
gene_3963	886	hypothetical protein
gene_3964	1614	putative ABC transporter
gene_3965	290	hypothetical protein
gene_3966	683	putative mitofilin
gene_3967	256	hypothetical protein
gene_3968	160	putative Bys1 family protein
gene_3969	1614	carbamoyl-phosphate synthase arginine-specific large chain
gene_397	523	hypothetical protein
gene_3970	207	hypothetical protein
gene_3971	633	Protein of unknown function (DUF3292)-domain containing protein
gene_3972	179	hypothetical protein
gene_3973	383	putative NUDIX domain-containing protein
gene_3974	80	hypothetical protein
gene_3975	181	hypothetical protein
gene_3976	385	Alpha/Beta hydrolase fold
gene_3977	179	hypothetical protein
gene_3978	1727	putative PLU-1-like protein
gene_3979	287	hypothetical protein
gene_398	668	Chitin synthase-domain containing protein
gene_3980	213	hypothetical protein
gene_3981	441	putative calcium/proton exchanger
gene_3982	383	putative galactonate dehydratase
gene_3984	558	ketopantoate reductase family
gene_3985	298	hypothetical protein
gene_3986	494	hypothetical protein
gene_3987	237	family 61 putative glycosyl hydrolase
gene_3988	264	hypothetical protein
gene_3989	449	hypothetical protein
gene_399	688	putative canalicular multispecific organic anion transporter 2
gene_3990	306	putative SUR7 protein
gene_3991	244	hypothetical protein
gene_3992	905	putative TBC domain-containing protein
gene_3994	1148	putative DNA polymerase family A
gene_3995	263	hypothetical protein
gene_3996	304	hypothetical protein
gene_3997	266	hypothetical protein
gene_3998	476	hypothetical protein
gene_3999	362	hypothetical protein
gene_4	442	hypothetical protein
gene_40	570	Necrosis inducing protein (NPP1)-domain containing protein
gene_400	249	putative haloacid dehalogenase
gene_4000	1133	Domain of unknown function (DUF4203)-domain containing protein
gene_4001	3070	beta-ketoacyl synthase
gene_4003	2131	kinesin-like protein 6
gene_4004	182	hypothetical protein
gene_4006	1098	hypothetical protein
gene_4007	478	putative homoserine O-acetyltransferase
gene_4008	565	putative choline-sulfatase
gene_4009	543	hypothetical protein
gene_401	208	putative breast carcinoma amplified sequence 2
gene_4010	198	hypothetical protein
gene_4011	534	hypothetical protein
gene_4012	539	putative carboxypeptidase
gene_4013	182	putative cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
gene_4014	320	hypothetical protein
gene_4015	278	hypothetical protein
gene_4016	1108	Putative serine esterase (DUF676)-domain containing protein
gene_4017	261	putative 6-phosphogluconolactonase
gene_4018	294	hypothetical protein
gene_4019	1152	putative glycerophosphoryl diester phosphodiesterase
gene_402	102	hypothetical protein
gene_4020	639	putative heterokaryon incompatibility protein
gene_4021	257	HORMA domain-containing protein EFQ34725.1 HORMA domain-containing protein
gene_4022	761	putative glycosyl hydrolase family 3 N terminal domain-containing protein
gene_4023	598	putative F-box domain-containing protein
gene_4025	813	hypothetical protein
gene_4026	430	hypothetical protein
gene_4027	527	hypothetical protein
gene_4028	237	hypothetical protein
gene_4029	272	AMMECR1 domain-containing protein
gene_403	363	hypothetical protein
gene_4030	89	hypothetical protein
gene_4031	883	hypothetical protein
gene_4032	250	hypothetical protein
gene_4033	92	hypothetical protein
gene_4034	1626	Domain of unknown function (DUF3384)-domain containing protein
gene_4035	832	small glutamine-rich tetratricopeptide repeat-containing protein 2
gene_4036	103	hypothetical protein
gene_4037	511	putative phosphotransferase
gene_4038	127	hypothetical protein
gene_4039	356	hypothetical protein
gene_404	377	hypothetical protein
gene_4041	302	putative CCAAT-binding transcription factor subunit B
gene_4042	239	putative haloacid dehalogenase
gene_4044	548	putative AMP-binding enzyme
gene_4045	234	hypothetical protein
gene_4046	570	putative beta-glucuronidase
gene_4047	921	hypothetical protein
gene_4048	421	hypothetical protein
gene_4049	365	hypothetical protein
gene_405	373	Protein kinase-like domain-containing protein
gene_4050	245	putative dienelactone hydrolase
gene_4051	364	Golgi phosphoprotein 3 (GPP34)-domain containing protein
gene_4052	415	hypothetical protein
gene_4053	277	hypothetical protein
gene_4054	114	hypothetical protein
gene_4056	221	PITH domain-domain containing protein
gene_4057	261	hypothetical protein
gene_4059	878	hypothetical protein
gene_406	85	hypothetical protein
gene_4060	463	putative pre-mRNA-splicing factor SLU7
gene_4061	526	putative cytochrome P450
gene_4062	921	hypothetical protein
gene_4063	484	putative PNG1
gene_4064	412	hypothetical protein
gene_4065	187	hypothetical protein
gene_4066	288	acyl binding protein ohw99831.1 acyl CoA binding protein
gene_4067	319	Acyl transferase/acyl hydrolase/lysophospholipase
gene_4068	310	hypothetical protein
gene_4069	504	putative amidohydrolase
gene_407	513	putative eukaryotic and archaeal DNA primase small subunit
gene_4070	163	hypothetical protein
gene_4071	549	putative UBX domain-containing protein
gene_4072	421	hypothetical protein
gene_4073	150	MAPEG family protein EFQ26154.1 MAPEG family protein
gene_4074	266	putative 3
gene_4075	318	putative twin-arginine translocation pathway signal
gene_4076	312	putative pyridoxine biosynthesis protein
gene_4077	678	putative modin
gene_4078	360	putative methyltransferase domain-containing protein
gene_4079	719	hypothetical protein
gene_408	175	putative guanine nucleotide-binding protein subunit gamma
gene_4080	897	Utp14 protein-domain containing protein
gene_4081	591	putative GATA zinc finger protein
gene_4082	643	Protein kinase-like domain-containing protein
gene_4083	245	proteasome A-type and B-type XP_022475965.1 proteasome A-type and B-type KDN60178.1 putative proteasome A-type and B-type KZL66764.1 proteasome component PUP2 EFQ27633.1 proteasome A-type and B-type OHE98816.1 proteasome A-type and B-type
gene_4084	303	Putative peptidase family-domain containing protein
gene_4085	156	hypothetical protein
gene_4086	286	hypothetical protein
gene_4087	823	putative GTPase binding protein Rid1
gene_4088	471	putative transcriptional regulator
gene_4089	426	hypothetical protein
gene_409	186	putative CVNH domain-containing protein
gene_4090	564	putative SPX domain-containing protein
gene_4091	605	putative DEAD/DEAH box helicase
gene_4092	1249	hypothetical protein
gene_4093	268	putative S1/P1 nuclease
gene_4094	326	putative arginase
gene_4095	630	hypothetical protein
gene_4096	454	major facilitator superfamily transporter EFQ35140.1 major facilitator superfamily transporter
gene_4097	191	hypothetical protein
gene_4098	758	putative ubiquitin fusion degradation protein
gene_4099	991	putative helicase associated domain-containing protein
gene_41	313	hypothetical protein
gene_410	124	hypothetical protein
gene_4100	450	family 28 putative glycosyl hydrolase
gene_4102	346	putative UMTA
gene_4103	1350	putative ABC transporter
gene_4104	384	peptidyl-prolyl cis-trans isomerase B
gene_4105	347	Putative Sin3 binding protein-domain containing protein
gene_4107	702	CMGC/CLK protein kinase
gene_4108	724	hypothetical protein
gene_4109	230	putative essential protein Yae1
gene_411	415	hypothetical protein
gene_4110	357	putative alpha-N-arabinofuranosidase 2
gene_4111	620	putative heterokaryon incompatibility protein
gene_4112	208	hypothetical protein
gene_4113	209	putative NADPH-dependent FMN reductase
gene_4114	417	hypothetical protein
gene_4115	581	putative kelch repeat protein
gene_4116	311	hypothetical protein
gene_4117	356	hypothetical protein
gene_4118	509	putative diacylglycerol acyltransferase
gene_4119	455	putative oxysterol-binding family protein
gene_412	498	putative peptidase family M28
gene_4120	215	hypothetical protein
gene_4121	182	hypothetical protein
gene_4122	128	hypothetical protein
gene_4123	2430	putative THO complex subunit 2
gene_4124	174	hypothetical protein
gene_4125	160	putative ribosomal protein L21e
gene_4126	733	putative transketolase
gene_4127	318	hypothetical protein
gene_4128	258	putative glycosyl hydrolase
gene_4129	497	putative cytochrome P450
gene_413	1111	putative cytochrome b5-like Heme/Steroid binding domain-containing protein
gene_4131	298	hypothetical protein
gene_4132	460	hypothetical protein
gene_4133	841	putative dihydroorotate dehydrogenase
gene_4134	774	Putative phosphatase regulatory subunit-domain containing protein
gene_4135	1030	opt family small oligopeptide transporter
gene_4136	232	family 11 putative glycosyl hydrolase
gene_4137	406	putative integral membrane protein
gene_4138	194	hypothetical protein
gene_4139	233	putative selT/selW/selH seleno protein domain-containing protein
gene_414	289	putative PHB depolymerase family esterase
gene_4140	484	hypothetical protein
gene_4141	124	hypothetical protein
gene_4142	134	putative translation initiation factor 1A/IF-1
gene_4143	1427	PAB-dependent poly(A)-specific ribonuclease subunit PAN2
gene_4144	343	hypothetical protein
gene_4145	160	Predicted coiled-coil protein (DUF2205)-domain containing protein
gene_4146	459	aromatic prenyltransferase
gene_4147	621	putative dihydroxy-acid dehydratase
gene_4148	485	hypothetical protein
gene_4149	100	acylphosphatase EFQ28841.1 acylphosphatase
gene_415	119	hypothetical protein
gene_4150	352	putative oxidoreductase family protein
gene_4151	158	Lipocalin-like domain-containing protein
gene_4152	681	putative copper amine oxidase
gene_4153	445	WLM domain-containing protein EFQ30785.1 WLM domain-containing protein
gene_4154	224	hypothetical protein
gene_4155	289	neutral protease 2-like protein
gene_4156	865	branched-chain-amino-acid aminotransferase
gene_4157	227	putative TAM domain methyltransferase
gene_4158	2185	hypothetical protein
gene_4159	311	putative plant basic secretory protein
gene_416	54	hypothetical protein
gene_4160	97	hypothetical protein
gene_4161	1252	putative WD domain-containing protein
gene_4162	436	hypothetical protein
gene_4163	541	Cytochrome P450
gene_4164	1143	putative proteasome/cyclosome
gene_4166	559	putative signal peptide peptidase
gene_4167	108	hypothetical protein
gene_4169	155	hypothetical protein
gene_417	417	putative SIS domain-containing protein
gene_4171	243	hypothetical protein
gene_4172	620	hypothetical protein
gene_4173	495	putative major facilitator superfamily transporter
gene_4174	196	kinase-like protein ROT34705.1 kinase-like protein
gene_4175	100	hypothetical protein
gene_4176	405	Eukaryotic protein of unknown function (DUF914)-domain containing protein
gene_4177	298	exoribonuclease family protein
gene_4178	1032	hypothetical protein
gene_4179	191	hypothetical protein
gene_418	264	hypothetical protein
gene_4180	409	hypothetical protein
gene_4181	178	Domain of unknown function (DUF4149)-domain containing protein
gene_4182	514	putative cytochrome P450
gene_4183	280	hypothetical protein
gene_4184	404	putative RNA polymerase II elongator complex subunit
gene_4185	546	hypothetical protein
gene_4186	678	ZPR1 zinc-finger domain-domain containing protein
gene_4187	814	putative tRNA synthetase class I catalytic domain-containing protein
gene_4188	403	putative NWD2 protein
gene_4189	526	putative galactokinase
gene_419	508	putative cytochrome P450
gene_4190	513	putative cyclopropane-fatty-acyl-phospholipid synthase
gene_4191	741	putative cytochrome P450
gene_4192	112	hypothetical protein
gene_4193	74	At2g23090 like protein
gene_4194	390	putative superoxide dismutase
gene_4195	570	hypothetical protein
gene_4196	420	putative ran GTPase activating protein 1
gene_4197	72	hypothetical protein
gene_4198	271	hypothetical protein
gene_4199	418	putative BSD domain-containing protein
gene_42	3405	exoribonuclease 2
gene_420	382	putative TfdA family taurine catabolism dioxygenase TauD
gene_4200	70	hypothetical protein
gene_4201	160	hypothetical protein
gene_4202	229	hypothetical protein
gene_4203	332	hypothetical protein
gene_4204	664	Heterokaryon incompatibility protein (HET)-domain containing protein
gene_4205	172	hypothetical protein
gene_4206	432	hypothetical protein
gene_4207	374	putative PfkB family carbohydrate kinase
gene_4208	568	putative FAD binding domain-containing protein
gene_4209	417	putative FAD binding domain-containing protein
gene_421	250	putative aflatoxin biosynthesis ketoreductase nor-1
gene_4210	295	putative short chain dehydrogenase
gene_4211	435	putative legume-like lectin family protein
gene_4212	341	putative IBR domain-containing protein
gene_4213	1471	putative PHD-finger domain-containing protein
gene_4214	885	putative PHD-finger domain-containing protein
gene_4215	380	hypothetical protein
gene_4216	389	hypothetical protein
gene_4217	1215	putative ATPase
gene_4218	518	putative acyltransferase
gene_4219	125	hypothetical protein
gene_422	470	hypothetical protein
gene_4220	514	hypothetical protein
gene_4221	291	hypothetical protein
gene_4222	288	short chain dehydrogenase
gene_4223	161	hypothetical protein
gene_4224	544	Protein of unknown function (DUF2961)-domain containing protein
gene_4225	685	putative thiamine pyrophosphate enzyme
gene_4226	386	Mitochondrial carrier domain-containing protein
gene_4227	361	hypothetical protein
gene_4228	242	Tim17/Tim22/Tim23/Pmp24 family-domain containing protein
gene_4229	84	putative heavy-metal-associated domain-containing protein
gene_423	508	cytochrome P450 EFQ32827.1 cytochrome P450
gene_4231	743	putative polyprenyl synthetase
gene_4232	809	hypothetical protein
gene_4233	375	hypothetical protein
gene_4234	1114	phospholipid:diacylglycerol acyltransferase
gene_4235	366	GroES (chaperonin 10)-like protein
gene_4236	695	putative CHY zinc finger domain-containing protein
gene_4237	272	hypothetical protein
gene_4238	63	hypothetical protein
gene_4239	214	putative HAD superfamily phosphatase
gene_424	229	putative signal peptidase subunit
gene_4240	953	efflux pump patC
gene_4241	675	hypothetical protein
gene_4242	423	hypothetical protein
gene_4243	193	hypothetical protein
gene_4245	260	Protein of unknown function (DUF2781)-domain containing protein
gene_4246	471	putative phosphatidylinositol-specific phospholipase C
gene_4247	540	putative cytochrome P450
gene_4248	216	hypothetical protein
gene_4249	564	putative impB/mucB/samB family protein
gene_425	814	hypothetical protein
gene_4250	273	putative translation initiation factor eIF3 subunit
gene_4252	231	hypothetical protein
gene_4253	196	putative DNA polymerase delta
gene_4254	174	hypothetical protein
gene_4255	401	putative PAP2 superfamily protein
gene_4257	238	hypothetical protein
gene_4258	577	hypothetical protein
gene_4259	306	putative short chain dehydrogenase
gene_426	613	hypothetical protein
gene_4260	784	putative fungal-specific transcription factor domain-containing protein
gene_4261	257	putative pfs domain-containing protein
gene_4262	706	BRE1 E3 ubiquitin ligase
gene_4263	544	putative cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
gene_4264	2141	hypothetical protein
gene_4265	153	hypothetical protein
gene_4266	281	Rtf2 RING-finger-domain containing protein
gene_4267	1086	putative RNA helicase
gene_4268	529	Cytochrome P450
gene_4269	291	Alpha/Beta hydrolase fold
gene_427	498	succinate-semialdehyde dehydrogenase
gene_4270	213	hypothetical protein
gene_4271	432	inorganic pyrophosphatase
gene_4272	505	putative major facilitator superfamily transporter
gene_4273	311	putative phosphopantetheinyl transferase
gene_4274	345	putative CRAL/TRIO domain-containing protein
gene_4275	251	hypothetical protein
gene_4276	486	hypothetical protein
gene_4277	151	hypothetical protein
gene_4278	759	putative heterokaryon incompatibility protein
gene_4279	330	methyltransferase domain-containing protein
gene_428	1496	P-loop containing nucleoside triphosphate hydrolase protein
gene_4280	822	aconitase family protein EFQ36654.1 aconitase family protein
gene_4281	375	putative oxidoreductase family protein
gene_4282	617	putative tRNA synthetase class I
gene_4283	229	hypothetical protein
gene_4284	130	hypothetical protein
gene_4285	80	hypothetical protein
gene_4286	113	putative LSM domain-containing protein
gene_4287	415	hypothetical protein
gene_4288	645	fungal-specific transcription factor domain-containing protein EFQ32651.1 fungal-specific transcription factor domain-containing protein
gene_4289	2873	hypothetical protein
gene_429	368	putative 2OG-Fe(II)oxygenase superfamily protein
gene_4290	602	putative major facilitator superfamily transporter
gene_4291	646	putative LysM domain-containing protein
