gene	ko	ko_source	ec
gene_2965	K02917	kofam+xlsx	
gene_2966	K03448	kofam+xlsx	
gene_2967	K11827	kofam+xlsx	
gene_2968	K07126	xlsx	
gene_2970	K05284;K10867	kofam+xlsx	2.4.1.-
gene_2972	K06902	kofam+xlsx	
gene_2979	K00306	kofam+xlsx	1.5.3.1;1.5.3.7
gene_298	K05528	kofam	2.4.1.232
gene_2981	K09043	kofam+xlsx	
gene_2984	K12275	kofam+xlsx	
gene_2985	K12947	kofam+xlsx	3.4.-.-
gene_2987	K18579	kofam+xlsx	3.2.1.164
gene_2988	K26141	kofam	3.4.13.4
gene_2991	K22758	kofam+xlsx	
gene_2996	K03380	kofam+xlsx	1.14.13.7
gene_2998	K14798	kofam+xlsx	
gene_3	K09481	kofam+xlsx	
gene_30	K19765	kofam+xlsx	
gene_3002	K17263	kofam	
gene_3003	K15859	kofam+xlsx	
gene_3009	K07034	kofam+xlsx	
gene_3015	K02990;K18163	kofam+xlsx	
gene_3016	K22075	kofam+xlsx	
gene_3019	K06413	kofam+xlsx	
gene_3020	K06974	kofam+xlsx	3.4.-.-
gene_3021	K00295	kofam+xlsx	1.5.1.15
gene_3023	K16261	kofam+xlsx	
gene_3024	K15508	kofam+xlsx	2.1.1.168
gene_3025	K17600	kofam+xlsx	
gene_3026	K24976	kofam+xlsx	
gene_3027	K00253	kofam+xlsx	1.3.8.4
gene_3028	K21751	kofam+xlsx	
gene_3031	K11323	kofam+xlsx	1.14.11.-
gene_3039	K01164	kofam+xlsx	3.1.26.5
gene_304	K15192	kofam+xlsx	5.6.2.-
gene_3044	K15289	kofam+xlsx	
gene_3046	K09561	kofam+xlsx	2.3.2.27
gene_3051	K17362	kofam+xlsx	3.1.2.-
gene_3054	K22140	kofam+xlsx	
gene_3061	K00381	kofam+xlsx	1.8.1.2
gene_3063	K15175	kofam+xlsx	
gene_3069	K14213	kofam+xlsx	3.4.13.9
gene_3075	K12488	kofam+xlsx	
gene_3078	K01191;K08192	kofam+xlsx	3.2.1.24
gene_3079	K07374;K12472	kofam+xlsx	
gene_3087	K27320	kofam	
gene_309	K14692	kofam+xlsx	
gene_3090	K01607	kofam+xlsx	4.1.1.44
gene_3092	K00036;K15156	kofam+xlsx	1.1.1.363;1.1.1.49
gene_31	K13091;K19703	kofam+xlsx	1.14.18.6
gene_3103	K00021	kofam+xlsx	1.1.1.34
gene_3104	K11644	kofam+xlsx	
gene_3106	K01183	kofam+xlsx	3.2.1.14
gene_3109	K19668	kofam+xlsx	3.2.1.91
gene_3110	K01501;K10675	kofam+xlsx	3.5.5.1;4.2.1.66
gene_3111	K08330	kofam+xlsx	
gene_3115	K08284	kofam+xlsx	
gene_312	K14803	kofam+xlsx	3.1.3.16
gene_3120	K01732	kofam+xlsx	4.2.2.10
gene_3122	K22889	xlsx	2.3.1.-
gene_3123	K15507	kofam+xlsx	2.1.1.-
gene_3124	K27385	kofam	
gene_3127	K04513;K07975	kofam+xlsx	
gene_3128	K02208	kofam+xlsx	2.7.11.22;2.7.11.23
gene_3129	K03251	kofam+xlsx	
gene_313	K00667;K00997	kofam+xlsx	2.3.1.86;2.7.8.7
gene_3132	K08266	kofam+xlsx	
gene_3133	K18195	kofam+xlsx	4.2.2.23
gene_3135	K15627	kofam+xlsx	
gene_3137	K01915	kofam+xlsx	6.3.1.2
gene_3140	K22278	kofam+xlsx	3.5.1.104
gene_3149	K20463	kofam+xlsx	
gene_3152	K14007	kofam+xlsx	
gene_3153	K23499	kofam+xlsx	
gene_3154	K06655	kofam+xlsx	2.7.11.22
gene_3159	K23322	kofam+xlsx	1.-.-.-
gene_316	K01279	kofam+xlsx	3.4.14.9
gene_3163	K23322	kofam+xlsx	1.-.-.-
gene_3166	K13356	kofam+xlsx	1.2.1.84
gene_3167	K01455	kofam+xlsx	3.5.1.49
gene_3168	K20285	kofam+xlsx	
gene_317	K08254	kofam+xlsx	3.2.1.59
gene_3170	K02264	kofam+xlsx	
gene_3171	K00480	xlsx	1.14.13.1
gene_3172	K11313;K19476	kofam+xlsx	
gene_3173	K09102	kofam+xlsx	
gene_3178	K01483	kofam+xlsx	4.3.2.3
gene_3181	K08157;K28027	kofam+xlsx	
gene_3187	K02141	kofam+xlsx	
gene_3189	K13249	kofam+xlsx	
gene_319	K01067	xlsx	3.1.2.1
gene_3193	K12822	kofam+xlsx	
gene_3195	K01301	kofam+xlsx	3.4.17.21
gene_3198	K00344	kofam+xlsx	1.6.5.5
gene_32	K01198	kofam+xlsx	3.2.1.37
gene_3204	K15078	kofam+xlsx	3.6.1.-
gene_3205	K01062	kofam+xlsx	3.1.1.47
gene_3206	K00925	kofam+xlsx	2.7.2.1
gene_3207	K15532	kofam+xlsx	3.2.1.172
gene_3208	K14810	kofam+xlsx	5.6.2.7
gene_321	K06639	kofam+xlsx	3.1.3.16;3.1.3.48
gene_3210	K00101	kofam+xlsx	1.1.2.3
gene_3212	K05841	kofam+xlsx	2.4.1.173
gene_3227	K01487	kofam+xlsx	3.5.4.3
gene_323	K03380	kofam+xlsx	1.14.13.7
gene_3232	K03127	kofam+xlsx	
gene_3234	K03107	kofam+xlsx	
gene_3237	K11982	kofam+xlsx	2.3.2.27
gene_3239	K03120	kofam+xlsx	
gene_3240	K22685	kofam+xlsx	3.4.24.-
gene_3243	K04563	kofam+xlsx	2.7.11.22
gene_3244	K01426	kofam+xlsx	3.5.1.4
gene_3246	K21820	xlsx	1.11.2.1
gene_3252	K03680	kofam+xlsx	
gene_3253	K06316	kofam+xlsx	
gene_3255	K03037	kofam+xlsx	
gene_3256	K01278	kofam+xlsx	3.4.14.5
gene_3257	K03325	kofam+xlsx	
gene_3259	K11304	kofam+xlsx	2.3.1.48
gene_326	K08192	kofam	
gene_3264	K02865	kofam+xlsx	
gene_3267	K03800	kofam+xlsx	6.3.1.20
gene_3268	K16261	kofam+xlsx	
gene_3271	K03113;K03352	kofam+xlsx	
gene_3274	K26089	kofam	
gene_3275	K08272	kofam+xlsx	
gene_328	K11557	kofam+xlsx	
gene_3280	K00916	kofam+xlsx	2.7.11.22;2.7.11.23
gene_3283	K11553	kofam+xlsx	
gene_3284	K13344;K14009	kofam+xlsx	
gene_3292	K00669	kofam+xlsx	2.3.1.87
gene_3295	K00860	kofam+xlsx	2.7.1.25
gene_3296	K11497	kofam+xlsx	
gene_3298	K22832	kofam+xlsx	2.4.1.-
gene_3299	K17805	kofam+xlsx	
gene_3303	K06004	xlsx	3.4.23.18
gene_3304	K14303	kofam+xlsx	
gene_3306	K08192	kofam	
gene_331	K08139	kofam+xlsx	
gene_3311	K09699	kofam+xlsx	2.3.1.168
gene_3315	K02912	kofam+xlsx	
gene_3317	K00012	kofam+xlsx	1.1.1.22
gene_3319	K15334	kofam+xlsx	2.1.1.202
gene_3320	K08850	kofam	2.7.11.1
gene_3323	K15417	kofam+xlsx	
gene_3324	K24394	kofam+xlsx	
gene_3327	K14766	kofam+xlsx	
gene_3329	K01078	kofam+xlsx	3.1.3.2
gene_333	K21642	kofam+xlsx	
gene_3334	K05754	kofam+xlsx	
gene_3335	K13176	kofam+xlsx	
gene_3336	K19572	kofam+xlsx	3.5.4.4
gene_3337	K16261	kofam+xlsx	
gene_3338	K20303	kofam+xlsx	
gene_3347	K00661	kofam+xlsx	2.3.1.79
gene_3348	K01078	kofam+xlsx	3.1.3.2
gene_335	K28063	kofam	
gene_3354	K17862	kofam+xlsx	1.13.11.62
gene_3361	K01230	kofam+xlsx	3.2.1.113
gene_3363	K01045;K13350	kofam+xlsx	3.1.1.2;3.1.8.1
gene_337	K01011;K02981	kofam+xlsx	2.8.1.1;2.8.1.2
gene_3376	K03790	xlsx	2.3.1.267
gene_3378	K10903	kofam+xlsx	
gene_3383	K12625	kofam+xlsx	
gene_3384	K12481	kofam+xlsx	
gene_3386	K02953;K12837	kofam+xlsx	
gene_3389	K00323;K00324	kofam+xlsx	7.1.1.1
gene_339	K13126	kofam+xlsx	
gene_3390	K04798	kofam+xlsx	
gene_3391	K14846	kofam+xlsx	
gene_3396	K09245	xlsx	
gene_3399	K11841	kofam+xlsx	3.4.19.12
gene_3402	K04794	kofam+xlsx	3.1.1.29
gene_3404	K03781	kofam+xlsx	1.11.1.6
gene_3406	K08492	kofam+xlsx	
gene_3407	K19202	kofam+xlsx	
gene_3408	K12855	kofam+xlsx	
gene_3411	K15218	kofam+xlsx	
gene_3413	K03396	kofam+xlsx	4.4.1.22
gene_3416	K18182	kofam+xlsx	
gene_3420	K12736	xlsx	5.2.1.8
gene_3421	K16261	kofam+xlsx	
gene_3425	K00362;K17877	kofam+xlsx	1.7.1.15;1.7.1.4
gene_3426	K19069	kofam+xlsx	1.1.99.18
gene_3427	K15128	kofam+xlsx	
gene_3432	K01876	kofam+xlsx	6.1.1.12
gene_3438	K08658	xlsx	3.4.26.1
gene_3439	K19691	kofam+xlsx	2.7.13.3
gene_3440	K07019	kofam+xlsx	
gene_3442	K00382;K17583	kofam+xlsx	1.8.1.4
gene_3443	K08192	kofam	
gene_3449	K08065;K15216	kofam+xlsx	
gene_3450	K01288	kofam+xlsx	3.4.16.6
gene_3452	K00451	kofam+xlsx	1.13.11.5
gene_3456	K05972	kofam	3.1.1.72
gene_3458	K03661	kofam+xlsx	
gene_346	K07243	kofam+xlsx	
gene_3460	K16368	kofam+xlsx	2.7.1.174
gene_3461	K01061	kofam	3.1.1.45
gene_3469	K00965	kofam+xlsx	2.7.7.12
gene_3476	K09252	xlsx	3.1.1.73
gene_3477	K13110	kofam+xlsx	
gene_3484	K00611	kofam+xlsx	2.1.3.3
gene_3486	K03282	kofam+xlsx	
gene_3487	K06942	xlsx	
gene_3488	K10885	kofam+xlsx	
gene_349	K08966	kofam+xlsx	3.1.3.87
gene_3492	K17619	kofam+xlsx	3.1.3.-;3.1.3.48
gene_3493	K00900	kofam+xlsx	2.7.1.105
gene_3496	K00511	kofam+xlsx	1.14.14.17
gene_3501	K08741	kofam+xlsx	
gene_3505	K11254	kofam+xlsx	
gene_3506	K06664	kofam+xlsx	2.3.2.27;2.3.2.36
gene_3508	K14840	kofam+xlsx	
gene_351	K09553	kofam+xlsx	
gene_3510	K01230	kofam+xlsx	3.2.1.113
gene_3513	K00128	kofam+xlsx	1.2.1.3
gene_3515	K00485	kofam+xlsx	1.14.13.8;1.8.1.-
gene_3527	K00058;K16302	kofam+xlsx	1.1.1.399;1.1.1.95
gene_353	K02259	kofam+xlsx	1.17.99.9
gene_3535	K08197	kofam+xlsx	
gene_3538	K09885	kofam+xlsx	
gene_3539	K00706	kofam+xlsx	2.4.1.34
gene_3542	K17781	kofam+xlsx	
gene_3546	K12864	kofam+xlsx	
gene_355	K01902	xlsx	6.2.1.5
gene_3556	K23679	kofam+xlsx	
gene_3559	K00858	kofam+xlsx	2.7.1.23
gene_356	K17741	kofam+xlsx	1.1.1.283
gene_3560	K05841	kofam+xlsx	2.4.1.173
gene_3562	K25829	kofam+xlsx	
gene_3566	K00826	kofam+xlsx	2.6.1.42
gene_357	K03348	kofam+xlsx	
gene_3573	K22134	kofam+xlsx	
gene_3575	K10755;K14539	kofam+xlsx	3.6.1.-
gene_3577	K22484	kofam+xlsx	
gene_3583	K00128	kofam+xlsx	1.2.1.3
gene_3585	K14827	kofam+xlsx	
gene_3587	K01641	kofam+xlsx	2.3.3.10
gene_359	K09241	kofam+xlsx	
gene_3593	K09245	xlsx	
gene_3594	K03320	kofam+xlsx	
gene_3600	K03448	kofam+xlsx	
gene_3602	K01013	kofam+xlsx	2.8.1.-
gene_3605	K18802	kofam+xlsx	
gene_3608	K08286	xlsx	2.7.11.-
gene_3609	K26957	kofam	
gene_361	K26410	kofam	
gene_3612	K01480;K25365	kofam+xlsx	3.5.3.10;3.5.3.11;3.5.3.7
gene_3613	K10579	kofam+xlsx	2.3.2.34
gene_3615	K01749	kofam+xlsx	2.5.1.61
gene_362	K04460;K15171	kofam+xlsx	3.1.3.16
gene_3622	K14830	kofam+xlsx	
gene_3625	K05012	kofam+xlsx	
gene_3626	K04409	xlsx	2.7.11.1
gene_3632	K05544	kofam+xlsx	1.3.1.89
gene_3633	K01950	kofam+xlsx	6.3.5.1
gene_3634	K13110	kofam	
gene_3636	K17803	kofam+xlsx	2.1.1.-
gene_3638	K10744	kofam+xlsx	
gene_364	K13796	kofam+xlsx	
gene_3641	K07198;K12761	kofam+xlsx	2.7.11.1;2.7.11.31
gene_3646	K01811	kofam+xlsx	3.2.1.177
gene_3648	K15119	kofam+xlsx	
gene_3650	K10908	kofam+xlsx	2.7.7.6
gene_3652	K06947	kofam+xlsx	2.7.1.-
gene_3653	K12863	kofam+xlsx	
gene_3655	K23093	kofam+xlsx	3.1.4.-
gene_3657	K12845	kofam+xlsx	
gene_3659	K19564	kofam+xlsx	
gene_3662	K24160	kofam+xlsx	
gene_3666	K02952	kofam+xlsx	
gene_3669	K17656	kofam+xlsx	
gene_367	K00804	kofam+xlsx	2.5.1.1;2.5.1.10;2.5.1.29
gene_3673	K00898	kofam+xlsx	2.7.11.2
gene_3678	K28063	kofam	
gene_3684	K02970;K17415	kofam+xlsx	
gene_369	K12873	kofam+xlsx	
gene_3691	K18561	xlsx	1.3.8.-
gene_3694	K14789	kofam+xlsx	
gene_3695	K07901	kofam	
gene_3696	K07824	kofam+xlsx	1.14.14.92
gene_3697	K08192	kofam	
gene_3699	K11375	kofam+xlsx	
gene_370	K01756	kofam+xlsx	4.3.2.2
gene_3701	K10144	xlsx	2.3.2.27
gene_3706	K14050	kofam+xlsx	2.5.1.60
gene_371	K01569	kofam+xlsx	4.1.1.2
gene_3714	K13345	kofam+xlsx	
gene_3715	K14559	kofam+xlsx	
gene_372	K05535	kofam+xlsx	2.4.1.-
gene_3724	K01918	kofam+xlsx	6.3.2.1
gene_3728	K05532	kofam+xlsx	2.4.1.-
gene_3730	K04393	kofam+xlsx	
gene_3732	K01417	kofam+xlsx	3.4.24.-
gene_3734	K17439	kofam+xlsx	
gene_374	K23741	kofam+xlsx	3.2.1.209
gene_3742	K00505	kofam+xlsx	1.14.18.1
gene_3749	K12669	kofam+xlsx	
gene_375	K06268	kofam+xlsx	
gene_3752	K10627	kofam+xlsx	2.3.2.27
gene_3755	K21552	kofam+xlsx	2.1.1.165
gene_3759	K07034	kofam+xlsx	
gene_3762	K01613	kofam+xlsx	4.1.1.65
gene_3763	K20299	kofam+xlsx	
gene_3764	K01644;K11390	kofam+xlsx	4.1.3.25;4.1.3.34
gene_3766	K05310	kofam+xlsx	2.7.-.-
gene_3769	K23322	kofam+xlsx	1.-.-.-
gene_377	K01783	kofam+xlsx	5.1.3.1
gene_3772	K09252	kofam+xlsx	3.1.1.73
gene_3773	K20222	kofam+xlsx	
gene_3774	K16570	kofam+xlsx	
gene_3776	K18637	kofam+xlsx	
gene_3777	K11592	kofam+xlsx	3.1.26.-
gene_3778	K12591	kofam+xlsx	3.1.13.-
gene_3784	K27246	kofam	
gene_3787	K11279	xlsx	
gene_379	K14793	kofam+xlsx	
gene_3790	K23325	xlsx	
gene_3795	K03137	kofam+xlsx	
gene_3796	K06978	kofam+xlsx	
gene_3801	K15394	kofam+xlsx	
gene_3805	K13280	kofam+xlsx	3.4.21.89
gene_3806	K01477	kofam+xlsx	3.5.3.4
gene_3807	K20003	kofam+xlsx	2.3.1.225
gene_3810	K02956	kofam+xlsx	
gene_3815	K01191	kofam+xlsx	3.2.1.24
gene_3817	K01704	kofam	4.2.1.33;4.2.1.35
gene_3818	K20177	kofam+xlsx	
gene_3819	K00602	kofam+xlsx	2.1.2.3;3.5.4.10
gene_3823	K11303	kofam+xlsx	2.3.1.48
gene_3824	K19356	kofam+xlsx	1.14.99.54
gene_3827	K00966	kofam+xlsx	2.7.7.13
gene_3828	K00987;K21996	kofam+xlsx	2.7.7.50
gene_3829	K11562	kofam+xlsx	
gene_3834	K06123	kofam+xlsx	1.1.1.101
gene_3836	K03259	kofam+xlsx	
gene_3837	K18173	kofam+xlsx	
gene_3838	K03381	kofam+xlsx	1.13.11.1
gene_3840	K00814	kofam+xlsx	2.6.1.2
gene_3841	K22134	kofam+xlsx	
gene_3843	K09580	kofam+xlsx	5.3.4.1
gene_3847	K03671	kofam+xlsx	
gene_3849	K12733	kofam+xlsx	5.2.1.8
gene_385	K09880	kofam+xlsx	3.1.3.77
gene_3850	K02959	kofam+xlsx	
gene_3852	K01264	kofam+xlsx	3.4.11.15
gene_3860	K20184	kofam+xlsx	
gene_3864	K18176	kofam+xlsx	
gene_3866	K03027	kofam+xlsx	
gene_3869	K06126	kofam+xlsx	1.14.15.45;1.14.15.46
gene_3872	K24174	kofam+xlsx	2.1.1.72
gene_3873	K03868	kofam+xlsx	2.3.2.32
gene_3875	K00338;K03941	kofam+xlsx	7.1.1.2
gene_3879	K11976	kofam+xlsx	2.3.2.31
gene_388	K03327	kofam+xlsx	
gene_3881	K01514	kofam+xlsx	3.6.1.11
gene_3882	K03317	kofam+xlsx	
gene_3883	K03235	kofam+xlsx	
gene_3889	K28508	kofam	
gene_3891	K10740	xlsx	
gene_3893	K07243	kofam+xlsx	
gene_3897	K18280	xlsx	2.1.1.293
gene_3899	K02134	kofam+xlsx	
gene_3900	K07889	xlsx	
gene_3902	K15296	kofam+xlsx	
gene_3905	K05658	kofam+xlsx	7.6.2.2
gene_391	K15389	kofam+xlsx	
gene_3910	K03657	kofam+xlsx	5.6.2.4
gene_3913	K05528	kofam+xlsx	2.4.1.232
gene_3914	K08869	kofam+xlsx	
gene_3917	K01187	xlsx	3.2.1.20
gene_3923	K26216	kofam	
gene_3928	K08192	kofam+xlsx	
gene_3929	K00858	kofam+xlsx	2.7.1.23
gene_3933	K00681;K18592	kofam+xlsx	2.3.2.2;3.4.19.13;3.4.19.14
gene_3937	K09704	kofam+xlsx	
gene_3938	K12868	kofam+xlsx	
gene_3939	K00620	kofam+xlsx	2.3.1.1;2.3.1.35
gene_3941	K21989	kofam+xlsx	
gene_3945	K22825	kofam+xlsx	
gene_3946	K28028	kofam	
gene_3949	K06699	kofam+xlsx	
gene_395	K00618	kofam+xlsx	2.3.1.1
gene_3951	K00463	kofam+xlsx	1.13.11.52
gene_3952	K15322	kofam+xlsx	4.6.1.16
gene_3956	K22684	kofam+xlsx	3.4.22.-
gene_3959	K03854	kofam+xlsx	2.4.1.-
gene_3962	K23321	kofam	1.-.-.-
gene_3966	K17785	kofam+xlsx	
gene_3969	K01889;K01955	kofam+xlsx	6.1.1.20;6.3.5.5
gene_3973	K01823	xlsx	5.3.3.2
gene_3977	K09983	kofam+xlsx	
gene_3978	K11446	kofam+xlsx	1.14.11.67
gene_398	K00698	kofam+xlsx	2.4.1.16
gene_3981	K07300	kofam+xlsx	
gene_3982	K01684	kofam+xlsx	4.2.1.6
gene_3984	K00077	kofam+xlsx	1.1.1.169
gene_3987	K19356;K22032	kofam+xlsx	1.14.99.54;1.14.99.56
gene_3994	K02332	kofam+xlsx	2.7.7.7
gene_400	K01560	kofam+xlsx	3.8.1.2
gene_4003	K10401	kofam+xlsx	
gene_4007	K00641	kofam+xlsx	2.3.1.31;2.3.1.46
gene_4008	K01133	kofam+xlsx	3.1.6.6
gene_401	K12861	kofam+xlsx	
gene_4013	K09567	kofam+xlsx	5.2.1.8
gene_4017	K01057	kofam+xlsx	3.1.1.31
gene_4019	K18696	kofam+xlsx	3.1.4.46
gene_4021	K13728	kofam+xlsx	
gene_4022	K05349	kofam+xlsx	3.2.1.21
gene_4029	K24611	kofam+xlsx	
gene_4034	K07207	kofam+xlsx	
gene_4035	K16365	kofam+xlsx	
gene_4041	K08064	kofam+xlsx	
gene_4050	K01061	kofam	3.1.1.45
gene_4051	K15620	kofam+xlsx	
gene_4060	K12819	kofam+xlsx	
gene_4061	K05917	kofam+xlsx	1.14.14.154;1.14.15.36
gene_4062	K01309	kofam+xlsx	3.4.19.12
gene_4063	K01456	kofam+xlsx	3.5.1.52
gene_407	K02684	kofam+xlsx	2.7.7.102
gene_4071	K24350	kofam+xlsx	
gene_4074	K11600	kofam+xlsx	
gene_4076	K06215	kofam+xlsx	4.3.3.6
gene_408	K07973	kofam+xlsx	
gene_4080	K14567	kofam+xlsx	
gene_4081	K09184	kofam+xlsx	
gene_4083	K02729	kofam+xlsx	3.4.25.1
gene_4091	K17678	kofam+xlsx	5.6.2.7
gene_4093	K05986	kofam+xlsx	3.1.30.1
gene_4094	K01476	kofam+xlsx	3.5.3.1
gene_4098	K14016	kofam+xlsx	
gene_4099	K12813	kofam+xlsx	5.6.2.6
gene_4103	K05658	kofam+xlsx	7.6.2.2
gene_4104	K03768;K15448	kofam+xlsx	5.2.1.8
gene_4107	K08287	kofam+xlsx	2.7.12.1
gene_4123	K12879	kofam+xlsx	
gene_4125	K02889	kofam+xlsx	
gene_4126	K00615;K17100	kofam+xlsx	2.2.1.1;2.2.1.3
gene_4128	K09992	kofam+xlsx	
gene_4133	K00226	kofam+xlsx	1.3.98.1
gene_4135	K05925	kofam	2.1.1.348
gene_4139	K07401	kofam+xlsx	
gene_414	K05972	kofam+xlsx	3.1.1.72
gene_4142	K15025	kofam+xlsx	
gene_4143	K12571	kofam+xlsx	3.1.13.4
gene_4145	K20316	kofam+xlsx	
gene_4147	K01687	kofam+xlsx	4.2.1.9
gene_4149	K01512	kofam+xlsx	3.6.1.7
gene_4152	K00276	kofam+xlsx	1.4.3.21
gene_4153	K22685	kofam+xlsx	3.4.24.-
gene_4156	K00826	kofam+xlsx	2.6.1.42
gene_4161	K14005	kofam+xlsx	
gene_4164	K03032	kofam+xlsx	
gene_4166	K09595	kofam+xlsx	3.4.23.-
gene_417	K06041	kofam+xlsx	5.3.1.13
gene_4173	K03448;K08192	kofam+xlsx	
gene_4176	K15287	kofam+xlsx	
gene_4177	K03678	kofam+xlsx	
gene_4178	K06867	xlsx	
gene_4184	K15456	kofam+xlsx	
gene_4186	K06874	kofam+xlsx	
gene_4187	K01883	kofam+xlsx	6.1.1.16
gene_4190	K20238	kofam+xlsx	2.1.1.317
gene_4196	K14319	kofam+xlsx	
gene_42	K08052;K12619	kofam+xlsx	3.1.13.-
gene_420	K19245	kofam+xlsx	1.14.11.-
gene_4206	K24927	kofam+xlsx	
gene_4208	K03380	kofam+xlsx	1.14.13.7
gene_421	K17644	kofam+xlsx	1.1.1.349
gene_4210	K25879	kofam+xlsx	1.1.1.10
gene_4213	K15339	xlsx	
gene_4214	K02606	kofam+xlsx	
gene_4217	K13338	kofam+xlsx	3.6.4.-
gene_4224	K27494	kofam	3.2.1.225
gene_4228	K17794	kofam+xlsx	
gene_4229	K07213	kofam+xlsx	
gene_4231	K00804;K27203	kofam+xlsx	2.5.1.1;2.5.1.10;2.5.1.29;4.2.3.214;4.2.3.215
gene_4234	K00679	kofam+xlsx	2.3.1.158
gene_4237	K16833	kofam+xlsx	
gene_4239	K01094	kofam+xlsx	3.1.3.27
gene_424	K12948	kofam+xlsx	3.4.-.-
gene_4240	K00683	kofam+xlsx	2.3.2.5
gene_4243	K17782	kofam+xlsx	
gene_4245	K26171	kofam	
gene_4246	K01771	kofam+xlsx	4.6.1.13
gene_4249	K03510	kofam+xlsx	2.7.7.7
gene_4250	K03245	kofam+xlsx	
gene_4252	K19717	kofam+xlsx	
gene_4253	K03505	kofam+xlsx	
gene_4255	K18693	kofam+xlsx	3.1.3.4;3.6.1.75
gene_4262	K10696	kofam+xlsx	2.3.2.27
gene_4263	K12737	kofam+xlsx	5.2.1.8
gene_4266	K25186	kofam+xlsx	
gene_4267	K14326	kofam+xlsx	5.6.2.3;5.6.2.5
gene_427	K00135	kofam+xlsx	1.2.1.16;1.2.1.20;1.2.1.79
gene_4271	K01507	kofam+xlsx	3.6.1.1
gene_4272	K08192	kofam+xlsx	
gene_4273	K06133	kofam+xlsx	2.7.8.-
gene_4274	K26544	kofam	
gene_4282	K01885	kofam+xlsx	6.1.1.17
gene_4286	K20824	kofam+xlsx	
gene_4299	K07178	kofam+xlsx	2.7.11.1
gene_4300	K19245	kofam+xlsx	1.14.11.-
gene_4301	K14560	kofam+xlsx	
gene_4302	K20940	kofam+xlsx	1.14.13.218
gene_4307	K23504	kofam+xlsx	
gene_4308	K14857	kofam+xlsx	2.1.1.-
gene_4309	K12734	kofam+xlsx	5.2.1.8
gene_4311	K11654	kofam+xlsx	5.6.2.-
gene_4314	K06688	kofam+xlsx	2.3.2.23
gene_4317	K14709	kofam+xlsx	
gene_432	K17268	kofam+xlsx	
gene_4320	K00799;K11209	kofam+xlsx	1.8.4.-;2.5.1.18
gene_4323	K02183;K13448;K13974	kofam+xlsx	
gene_4324	K08192	kofam	
gene_4326	K07517	kofam+xlsx	5.3.3.8
gene_4331	K17430	kofam+xlsx	
gene_4334	K12180	kofam+xlsx	
gene_4335	K02914	kofam+xlsx	
gene_4337	K01732	kofam+xlsx	4.2.2.10
gene_4338	K07006	kofam+xlsx	
gene_4339	K00411;K10610	kofam+xlsx	7.1.1.8
gene_434	K00626	kofam+xlsx	2.3.1.9
gene_4341	K01273	kofam+xlsx	3.4.13.19
gene_4344	K08254	kofam+xlsx	3.2.1.59
gene_4345	K07137	kofam+xlsx	
gene_4346	K14850	kofam+xlsx	2.1.1.287
gene_4347	K10753	kofam+xlsx	
gene_435	K12179	kofam+xlsx	
gene_4351	K12600	kofam+xlsx	
gene_4354	K19788;K20309	kofam+xlsx	
gene_4355	K00505	kofam+xlsx	1.14.18.1
gene_4358	K00033	kofam+xlsx	1.1.1.343;1.1.1.44
gene_436	K11364	kofam+xlsx	
gene_4361	K19850	kofam+xlsx	
gene_4363	K02555	kofam+xlsx	3.1.3.48
gene_4364	K15979	kofam+xlsx	
gene_4367	K20061	kofam+xlsx	
gene_437	K19356	kofam+xlsx	1.14.99.54
gene_4370	K01749	kofam+xlsx	2.5.1.61
gene_4371	K09252	xlsx	3.1.1.73
gene_4372	K03108	kofam+xlsx	
gene_4376	K00059	kofam+xlsx	1.1.1.100
gene_4378	K02964	kofam+xlsx	
gene_4384	K11292	kofam+xlsx	
gene_4385	K02144	kofam+xlsx	
gene_4387	K10882	xlsx	3.1.22.-
gene_4388	K14191	kofam+xlsx	2.1.1.183
gene_4390	K19619	kofam+xlsx	3.1.4.-
gene_4391	K11877	kofam+xlsx	
gene_4394	K01580;K14790	kofam+xlsx	4.1.1.15
gene_4395	K06867	xlsx	
gene_4399	K23309;K27833	kofam+xlsx	
gene_44	K06100	kofam+xlsx	
gene_440	K05757	kofam+xlsx	
gene_4400	K02974	kofam+xlsx	
gene_4403	K01915	kofam+xlsx	6.3.1.2
gene_4405	K02519	kofam+xlsx	
gene_4406	K15100	kofam+xlsx	
gene_4407	K02993	kofam+xlsx	
gene_4408	K22831	kofam+xlsx	2.3.1.51
gene_4417	K01549	kofam+xlsx	
gene_4419	K01881	kofam+xlsx	6.1.1.15
gene_4421	K28507	kofam	
gene_4422	K07375	kofam+xlsx	
gene_4429	K14169	kofam+xlsx	
gene_443	K02155	kofam+xlsx	
gene_4430	K12195	kofam+xlsx	
gene_4435	K00451	kofam+xlsx	1.13.11.5
gene_4436	K01658;K13501	kofam+xlsx	4.1.1.48;4.1.3.27;5.3.1.24
gene_4437	K01469	kofam+xlsx	3.5.2.9
gene_4438	K05291	kofam+xlsx	
gene_445	K13057;K22248	kofam+xlsx	2.4.1.231;2.4.1.245
gene_4450	K18192	kofam+xlsx	
gene_4451	K11824	kofam+xlsx	
gene_4455	K00027;K00029	kofam+xlsx	1.1.1.38;1.1.1.40
gene_4457	K03305	kofam+xlsx	
gene_4458	K07297	kofam+xlsx	
gene_4460	K13343	kofam	
gene_4461	K14816	kofam+xlsx	
gene_4463	K11552	kofam+xlsx	
gene_4465	K12346	kofam+xlsx	
gene_4468	K11661;K11681	kofam+xlsx	5.6.2.-
